bet_id,user_id,date,stake,odds,bet_state,profit_loss,leg_id,leg_odd,leg_result,league_id,bet_type_id,category_id,responsible_id,home_team_id,away_team_id
647a5711-7b50-4ff7-83e3-94862f1fa235,fe4bd112-9575-423b-a946-687fd8167552,2025-10-04T05:00:00+00:00,1.0,4.2,lost,-1.0,59786fb0-7436-4cba-b7a6-32327419ee0d,1.62,won,d51db847-f102-45c7-8bd3-e9655c3f7371,127b2065-10e2-4912-8757-00a98b9c128c,5b075bbb-e3c9-4aef-97e6-4a41aa8d3484,167caeea-71f4-4f68-924a-10740e616ab3,394c5e24-3875-43fa-a72d-48f1bdef13c6,1064341c-2e50-463a-8b87-a647159146e8
647a5711-7b50-4ff7-83e3-94862f1fa235,fe4bd112-9575-423b-a946-687fd8167552,2025-10-04T05:00:00+00:00,1.0,4.2,lost,-1.0,071bd6a9-3ada-4d4e-a950-440b29d73b3b,1.62,lost,d51db847-f102-45c7-8bd3-e9655c3f7371,b13620f3-4fde-4765-844b-b261c5b3d561,57309d12-2bfb-4974-a3e5-c02c747e9a22,167caeea-71f4-4f68-924a-10740e616ab3,394c5e24-3875-43fa-a72d-48f1bdef13c6,1064341c-2e50-463a-8b87-a647159146e8
647a5711-7b50-4ff7-83e3-94862f1fa235,fe4bd112-9575-423b-a946-687fd8167552,2025-10-04T05:00:00+00:00,1.0,4.2,lost,-1.0,b1f23fb0-fe44-4132-95ba-71f09fe92aa1,1.62,won,d51db847-f102-45c7-8bd3-e9655c3f7371,1b8eadd0-77d5-4ac7-ad46-df68cd3cf96b,c6a06270-7883-4cca-a2fb-88ecd95b8e93,167caeea-71f4-4f68-924a-10740e616ab3,394c5e24-3875-43fa-a72d-48f1bdef13c6,1064341c-2e50-463a-8b87-a647159146e8
934f719e-f7dc-497d-9202-dabbb87a12e5,fe4bd112-9575-423b-a946-687fd8167552,2025-10-05T05:00:00+00:00,4.0,2.22,lost,-4.0,d387596f-9c28-4a2b-9ff2-7513c5981160,1.42,won,55bfd2f9-c987-400a-8141-bfe884d64c06,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,3f2b84de-b078-4b8c-9c62-344e809fdc60,ba97cf87-0dc1-4f4e-9c04-2307935a2957
934f719e-f7dc-497d-9202-dabbb87a12e5,fe4bd112-9575-423b-a946-687fd8167552,2025-10-05T05:00:00+00:00,4.0,2.22,lost,-4.0,33a6248e-3ec3-44d4-a60e-0b56818613a2,1.14,won,1d0da644-7d96-41e1-abf3-4db73d28611b,e1c4a695-ccdc-4404-976f-a361f1a42e58,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,c9e4d369-438a-4662-bab7-598152e8d417,add8f1a8-5d90-4f23-910c-19bb44c08b1f
934f719e-f7dc-497d-9202-dabbb87a12e5,fe4bd112-9575-423b-a946-687fd8167552,2025-10-05T05:00:00+00:00,4.0,2.22,lost,-4.0,618a72bd-3823-4a33-a321-8a2a3a412841,1.36,lost,1d0da644-7d96-41e1-abf3-4db73d28611b,ca53329f-f599-4b3a-90a0-e98eaf095b26,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,71d91fd8-515c-4b19-be02-01bae12e9bc4,e230dacc-3d2b-4316-8d39-42c1ffbadfd4
7b48364f-bcdc-4885-afa7-64f68d6e3d6b,fe4bd112-9575-423b-a946-687fd8167552,2025-10-06T05:00:00+00:00,3.0,2.42,won,4.22,f1289a92-68cb-46df-9d76-ed71ad2f6b43,1.44,won,ed9417c7-6d98-45f0-a76a-f331975b6e8d,a684216a-ec4e-4bdf-8727-cef98310b619,5b075bbb-e3c9-4aef-97e6-4a41aa8d3484,e89c9215-9e8c-4628-b057-3383e2543638,2aa4ef10-af12-437b-a285-329b62dcb2ba,13f94297-86ad-49ba-b66c-e9d81a3f5726
7b48364f-bcdc-4885-afa7-64f68d6e3d6b,fe4bd112-9575-423b-a946-687fd8167552,2025-10-06T05:00:00+00:00,3.0,2.42,won,4.22,e928e27d-3c2b-4f8b-b080-29cab90117cd,1.16,won,ed9417c7-6d98-45f0-a76a-f331975b6e8d,683726ea-1bf9-4f1d-bca1-f73903641955,57309d12-2bfb-4974-a3e5-c02c747e9a22,e89c9215-9e8c-4628-b057-3383e2543638,2aa4ef10-af12-437b-a285-329b62dcb2ba,13f94297-86ad-49ba-b66c-e9d81a3f5726
7b48364f-bcdc-4885-afa7-64f68d6e3d6b,fe4bd112-9575-423b-a946-687fd8167552,2025-10-06T05:00:00+00:00,3.0,2.42,won,4.22,71ff5319-fb3e-40ad-9e5f-28db76df68bf,1.38,won,1eaf8fcf-3438-42c4-aaac-1ec2c37aa773,ec0ea221-6aa7-4338-974e-22bb70c0207a,5b075bbb-e3c9-4aef-97e6-4a41aa8d3484,e89c9215-9e8c-4628-b057-3383e2543638,9c7a32a2-8098-41c3-82d5-e54903dabe9c,76685c6f-ad3f-4de7-bab0-2090bc09ef39
7b48364f-bcdc-4885-afa7-64f68d6e3d6b,fe4bd112-9575-423b-a946-687fd8167552,2025-10-06T05:00:00+00:00,3.0,2.42,won,4.22,fe992ddf-fbd0-4c88-9aac-5a015c568cae,1.3,won,1d0da644-7d96-41e1-abf3-4db73d28611b,ad364c62-76fa-4710-b1f6-f069321d0a6e,5b075bbb-e3c9-4aef-97e6-4a41aa8d3484,e89c9215-9e8c-4628-b057-3383e2543638,8edd1c69-5eaf-4b31-9007-eb299cb18931,b4eeb671-6f47-4581-9c02-4241c978733f
e87a65bf-ec9e-4082-9fcb-2c667f708072,fe4bd112-9575-423b-a946-687fd8167552,2025-10-07T05:00:00+00:00,3.0,2.14,won,3.39,f593203a-c359-4747-bc29-f62a10d593e4,1.35,won,ed9417c7-6d98-45f0-a76a-f331975b6e8d,4207a34e-fd76-4288-a95c-353b99f511b4,5b075bbb-e3c9-4aef-97e6-4a41aa8d3484,e89c9215-9e8c-4628-b057-3383e2543638,19ebb2d8-3132-4168-aa02-8ee5bd6d824e,e9792e92-33ff-4290-a864-bb5399ed5db5
e87a65bf-ec9e-4082-9fcb-2c667f708072,fe4bd112-9575-423b-a946-687fd8167552,2025-10-07T05:00:00+00:00,3.0,2.14,won,3.39,07658a2a-9a89-4ea1-a3d2-686820d88c53,1.48,won,ed9417c7-6d98-45f0-a76a-f331975b6e8d,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,19ebb2d8-3132-4168-aa02-8ee5bd6d824e,e9792e92-33ff-4290-a864-bb5399ed5db5
e87a65bf-ec9e-4082-9fcb-2c667f708072,fe4bd112-9575-423b-a946-687fd8167552,2025-10-07T05:00:00+00:00,3.0,2.14,won,3.39,2e5263e6-5936-45e4-b799-017c6da7f6bf,1.5,won,d656e942-805f-4e3d-9df7-646fc14daa92,e8f11881-a093-4c2e-a7c1-29ac81bd6132,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,95fb34eb-1392-4e8c-bdd6-d397e1623c06,756bf335-93a9-414d-84c5-4c5c7103231e
e87a65bf-ec9e-4082-9fcb-2c667f708072,fe4bd112-9575-423b-a946-687fd8167552,2025-10-07T05:00:00+00:00,3.0,2.14,won,3.39,518bfd62-ca35-4057-936b-eb9d16334aa9,1.2,won,6b819918-a80e-4628-932b-6f73abda9a73,28fb7f5a-7e3a-468d-9cdd-d6b676026051,5b075bbb-e3c9-4aef-97e6-4a41aa8d3484,e89c9215-9e8c-4628-b057-3383e2543638,0e506451-4100-47fc-956f-14cce885d2c3,5e0e9ef0-e927-4185-b0d0-8319fb586ec0
58785b2b-4eec-4244-832b-844a036def47,fe4bd112-9575-423b-a946-687fd8167552,2025-10-08T05:00:00+00:00,3.0,2.0,won,2.97,eb0937eb-d170-45af-b963-b7c84b81df46,1.2,won,ed9417c7-6d98-45f0-a76a-f331975b6e8d,d6d6760a-1592-48bf-9edb-b6d2eff16e96,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,694f349e-4446-4326-b08e-26d60696b8eb,809d70c0-0d07-4848-bebd-c7accf7ccb2b
58785b2b-4eec-4244-832b-844a036def47,fe4bd112-9575-423b-a946-687fd8167552,2025-10-08T05:00:00+00:00,3.0,2.0,won,2.97,26640609-fefd-425c-b3ba-b4cd619e75f2,1.2,won,d656e942-805f-4e3d-9df7-646fc14daa92,61131ef7-faf0-4386-920f-c8ac8c23a788,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,3463a850-6a44-43c2-ad5c-bc33fe48d029,862d869b-5d24-4b01-9033-14967e0f4181
58785b2b-4eec-4244-832b-844a036def47,fe4bd112-9575-423b-a946-687fd8167552,2025-10-08T05:00:00+00:00,3.0,2.0,won,2.97,ddaf714e-ce91-4c03-af2c-1b041a842628,1.2,won,6b819918-a80e-4628-932b-6f73abda9a73,7773206f-7772-48ca-91fa-2c8bfa6feb00,5b075bbb-e3c9-4aef-97e6-4a41aa8d3484,e89c9215-9e8c-4628-b057-3383e2543638,dd48327f-7445-46be-8dc4-0aca6d7a31fe,75d33541-6e0d-4598-8d62-a9f2c36bef4f
58785b2b-4eec-4244-832b-844a036def47,fe4bd112-9575-423b-a946-687fd8167552,2025-10-08T05:00:00+00:00,3.0,2.0,won,2.97,001e69e6-eea8-4750-beef-e584e9e95a23,1.2,won,6b819918-a80e-4628-932b-6f73abda9a73,e8f11881-a093-4c2e-a7c1-29ac81bd6132,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,dd48327f-7445-46be-8dc4-0aca6d7a31fe,75d33541-6e0d-4598-8d62-a9f2c36bef4f
76f272d4-7cd9-4a79-a62c-0d5075e76a85,fe4bd112-9575-423b-a946-687fd8167552,2025-10-09T05:00:00+00:00,1.15,2.3,lost,-1.15,1b0c6820-100a-4e40-ae7b-acc5b57d99be,1.21,won,5bf591f8-3aff-4c35-b123-4bff35241ba4,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,663efaf5-988e-4592-a093-5229b025fb8d,4f2ba379-0044-4f84-b896-a2adf12ddc6d
76f272d4-7cd9-4a79-a62c-0d5075e76a85,fe4bd112-9575-423b-a946-687fd8167552,2025-10-09T05:00:00+00:00,1.15,2.3,lost,-1.15,bf545284-86ea-4766-a1f4-7b6b9780edb1,1.23,won,5bf591f8-3aff-4c35-b123-4bff35241ba4,7b8855ef-0f26-4648-b029-ae13929a7b14,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,663efaf5-988e-4592-a093-5229b025fb8d,4f2ba379-0044-4f84-b896-a2adf12ddc6d
76f272d4-7cd9-4a79-a62c-0d5075e76a85,fe4bd112-9575-423b-a946-687fd8167552,2025-10-09T05:00:00+00:00,1.15,2.3,lost,-1.15,87da5055-c389-488d-b7c5-648c50457c65,1.3,lost,5bf591f8-3aff-4c35-b123-4bff35241ba4,4d1aab1c-3747-42e9-bc15-e6341a70d45d,4c708921-cb0c-481f-bede-8efda8e79ba8,e89c9215-9e8c-4628-b057-3383e2543638,663efaf5-988e-4592-a093-5229b025fb8d,4f2ba379-0044-4f84-b896-a2adf12ddc6d
72e4e206-a160-4bf1-a5d9-3ab87accee0f,fe4bd112-9575-423b-a946-687fd8167552,2025-10-10T05:00:00+00:00,3.0,2.33,lost,-3.0,18d22d18-09cb-404a-9363-ee5de4845636,1.33,won,1d0da644-7d96-41e1-abf3-4db73d28611b,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,167caeea-71f4-4f68-924a-10740e616ab3,add8f1a8-5d90-4f23-910c-19bb44c08b1f,71d91fd8-515c-4b19-be02-01bae12e9bc4
72e4e206-a160-4bf1-a5d9-3ab87accee0f,fe4bd112-9575-423b-a946-687fd8167552,2025-10-10T05:00:00+00:00,3.0,2.33,lost,-3.0,20e69390-2b7f-4eee-b95a-d09a838be871,1.4,lost,25836ff6-4759-4b46-97ff-bb92b8006706,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,167caeea-71f4-4f68-924a-10740e616ab3,8d55bb8b-56c2-4a3b-89d9-c06ee1d4a910,0c5799c9-dd2c-4a4a-8e49-efb47e2cc08e
72e4e206-a160-4bf1-a5d9-3ab87accee0f,fe4bd112-9575-423b-a946-687fd8167552,2025-10-10T05:00:00+00:00,3.0,2.33,lost,-3.0,b2df4681-23b2-40a6-8f58-aae4f779e64b,1.45,won,25836ff6-4759-4b46-97ff-bb92b8006706,94442dd7-1242-471f-9fe7-0514dcd9dccf,c77d94a1-a456-45e3-953d-e8300a5ec514,167caeea-71f4-4f68-924a-10740e616ab3,8d55bb8b-56c2-4a3b-89d9-c06ee1d4a910,0c5799c9-dd2c-4a4a-8e49-efb47e2cc08e
ac13fde1-1f49-4b00-afa9-6e5a5694eb0f,fe4bd112-9575-423b-a946-687fd8167552,2025-10-11T05:00:00+00:00,1.0,2.7,won,1.68,ccefd788-8ab4-43f5-819d-37fc9aa517d1,1.4,won,d51db847-f102-45c7-8bd3-e9655c3f7371,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,167caeea-71f4-4f68-924a-10740e616ab3,6b4f1064-154d-4ac0-a7c9-6bee816f2631,79f09922-51db-4c6a-977a-ea1637b1cdbe
ac13fde1-1f49-4b00-afa9-6e5a5694eb0f,fe4bd112-9575-423b-a946-687fd8167552,2025-10-11T05:00:00+00:00,1.0,2.7,won,1.68,bfca1c38-669f-4588-b948-8d8fb7b18cb5,1.35,won,d51db847-f102-45c7-8bd3-e9655c3f7371,e1269f87-8095-4a30-9426-32cf6dd68d6c,d5fda5e8-b3e1-4941-bb8d-ab64d5ae7ffa,167caeea-71f4-4f68-924a-10740e616ab3,6b4f1064-154d-4ac0-a7c9-6bee816f2631,79f09922-51db-4c6a-977a-ea1637b1cdbe
ac13fde1-1f49-4b00-afa9-6e5a5694eb0f,fe4bd112-9575-423b-a946-687fd8167552,2025-10-11T05:00:00+00:00,1.0,2.7,won,1.68,481df934-4994-437f-bf5b-a2070276092c,1.5,won,d51db847-f102-45c7-8bd3-e9655c3f7371,abfc0aae-3937-4416-87d1-77af8b875008,64cd63c7-b3eb-49f2-a822-c31a0385ce28,167caeea-71f4-4f68-924a-10740e616ab3,6b4f1064-154d-4ac0-a7c9-6bee816f2631,79f09922-51db-4c6a-977a-ea1637b1cdbe
55cd4b02-bd10-4bec-ba3a-a9a704335694,fe4bd112-9575-423b-a946-687fd8167552,2025-10-12T05:00:00+00:00,2.0,2.47,lost,-2.0,1f651952-132e-49c2-a5ec-2042d0cfbb88,1.33,won,1d0da644-7d96-41e1-abf3-4db73d28611b,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,167caeea-71f4-4f68-924a-10740e616ab3,09f00bb2-5156-45bd-819d-f6c536e0d0e8,fec2d911-8fb2-4dbb-87fd-e7a1cdc05ebe
55cd4b02-bd10-4bec-ba3a-a9a704335694,fe4bd112-9575-423b-a946-687fd8167552,2025-10-12T05:00:00+00:00,2.0,2.47,lost,-2.0,29e79900-57de-45df-bcfd-f4a328770037,1.25,lost,1d0da644-7d96-41e1-abf3-4db73d28611b,146ab169-83dd-4f79-bd6e-872d93017707,d5fda5e8-b3e1-4941-bb8d-ab64d5ae7ffa,167caeea-71f4-4f68-924a-10740e616ab3,09f00bb2-5156-45bd-819d-f6c536e0d0e8,fec2d911-8fb2-4dbb-87fd-e7a1cdc05ebe
55cd4b02-bd10-4bec-ba3a-a9a704335694,fe4bd112-9575-423b-a946-687fd8167552,2025-10-12T05:00:00+00:00,2.0,2.47,lost,-2.0,ddffd39b-0a9e-4da2-8000-17fd0d1e3f98,1.5,won,1d0da644-7d96-41e1-abf3-4db73d28611b,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,167caeea-71f4-4f68-924a-10740e616ab3,663ee41b-4624-4eff-ac5a-09cbda900c1f,8edd1c69-5eaf-4b31-9007-eb299cb18931
87f941c7-0aa9-4f07-b04e-9090999633e7,fe4bd112-9575-423b-a946-687fd8167552,2025-10-13T05:00:00+00:00,3.03,2.77,lost,-3.03,15cce140-8b6e-4cfe-b5e6-1930f223bad7,1.13,won,d656e942-805f-4e3d-9df7-646fc14daa92,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,6961c1f4-48b4-4951-b280-066c77635500,862d869b-5d24-4b01-9033-14967e0f4181
87f941c7-0aa9-4f07-b04e-9090999633e7,fe4bd112-9575-423b-a946-687fd8167552,2025-10-13T05:00:00+00:00,3.03,2.77,lost,-3.03,ddc34437-c749-4658-b525-8c9831543419,1.16,lost,d656e942-805f-4e3d-9df7-646fc14daa92,33d6a36f-7c4e-471d-ba49-b593b0143b0b,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,3463a850-6a44-43c2-ad5c-bc33fe48d029,b1132366-3a5d-46ef-8e08-4f696df76818
87f941c7-0aa9-4f07-b04e-9090999633e7,fe4bd112-9575-423b-a946-687fd8167552,2025-10-13T05:00:00+00:00,3.03,2.77,lost,-3.03,8322fd1f-a8f5-45e3-9fa3-4b17352647de,1.13,won,1d0da644-7d96-41e1-abf3-4db73d28611b,33da7ae8-76e8-4220-8f71-6f8fdfebec61,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,997d8b26-f2f6-4c75-a758-c588ac895d38,2aef5c5f-ab2a-474a-a9cf-94238c14a336
87f941c7-0aa9-4f07-b04e-9090999633e7,fe4bd112-9575-423b-a946-687fd8167552,2025-10-13T05:00:00+00:00,3.03,2.77,lost,-3.03,0a43ba2d-ad6f-4b93-89fc-8024c21963a6,1.18,lost,1d0da644-7d96-41e1-abf3-4db73d28611b,fbee9123-ee55-43b9-a4a3-68bf8a18a844,838d9356-f947-4fa3-9ac4-09d7c6451b56,e89c9215-9e8c-4628-b057-3383e2543638,89752449-4f80-4d4c-9522-68c16dcb8ab8,4675773b-8aa3-4cb4-b704-5706557bc64d
a3e159c4-5fed-4006-9a79-30725fe5853b,fe4bd112-9575-423b-a946-687fd8167552,2025-10-14T05:00:00+00:00,2.23,1.79,won,1.74,ae073874-043f-48f1-bbcb-ff963f4cebad,1.18,won,ed9417c7-6d98-45f0-a76a-f331975b6e8d,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,0b0abae2-cc9e-4fcb-8856-5a94a448122a,23cf9ddb-e45f-4a9c-a0e6-6cd99d9bb1da
a3e159c4-5fed-4006-9a79-30725fe5853b,fe4bd112-9575-423b-a946-687fd8167552,2025-10-14T05:00:00+00:00,2.23,1.79,won,1.74,38c0244c-0818-431b-921b-6a41c5b9950e,1.18,won,785493cc-85bf-47ba-b33f-9b9c0bf6f5a1,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,19039357-4b05-4d72-94e1-c87ad623f869,122277a9-0889-4277-b3be-30776f2f79ac
a3e159c4-5fed-4006-9a79-30725fe5853b,fe4bd112-9575-423b-a946-687fd8167552,2025-10-14T05:00:00+00:00,2.23,1.79,won,1.74,76f455e9-eec5-4df0-8438-0bb14b4496d5,1.18,won,0955ab1e-89bf-4d26-8a75-868a4640a54e,055cfa58-e92f-448f-a9e2-059785c56209,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,768724c1-58f2-4529-8ec6-5d320202d802,6fa85e00-c864-4395-8093-3033dd400082
6468a2eb-ac9d-445f-a5e8-83df51cacf35,fe4bd112-9575-423b-a946-687fd8167552,2025-10-15T05:00:00+00:00,1.03,1.94,won,0.96,c104b65d-628c-4046-bf13-86e5bb87c1ae,1.18,won,1d0da644-7d96-41e1-abf3-4db73d28611b,b95451d1-f834-4220-8fb8-b28cd3da4d71,838d9356-f947-4fa3-9ac4-09d7c6451b56,e89c9215-9e8c-4628-b057-3383e2543638,c9e4d369-438a-4662-bab7-598152e8d417,a734c28d-4f46-4b6a-b3a5-776be052adfa
6468a2eb-ac9d-445f-a5e8-83df51cacf35,fe4bd112-9575-423b-a946-687fd8167552,2025-10-15T05:00:00+00:00,1.03,1.94,won,0.96,a0bdd941-17a8-4985-b15c-1a88b95913c5,1.18,won,1eaf8fcf-3438-42c4-aaac-1ec2c37aa773,683726ea-1bf9-4f1d-bca1-f73903641955,16f6a43a-2aec-4b31-8277-4859cb4245b4,e89c9215-9e8c-4628-b057-3383e2543638,dc050b87-6542-42fb-a997-04b6634edf02,3995ccc1-9fb0-4a5e-a40a-af53c2096b09
6468a2eb-ac9d-445f-a5e8-83df51cacf35,fe4bd112-9575-423b-a946-687fd8167552,2025-10-15T05:00:00+00:00,1.03,1.94,won,0.96,e5a698ec-4df3-41d8-a4a5-46b9984b6a1d,1.18,won,d656e942-805f-4e3d-9df7-646fc14daa92,1eee4087-1868-486e-ae73-c1c3d4395168,c77d94a1-a456-45e3-953d-e8300a5ec514,e89c9215-9e8c-4628-b057-3383e2543638,756bf335-93a9-414d-84c5-4c5c7103231e,e4874ccf-b1f4-431c-ab78-5c6d2be9d4c5
